Ref,Company Name,Website,Categories of Products/Services,Corporate Summary (Derived from company materials),AI/ML in Marketing,DHS Prime Contractor,Border Security Expo Exhibitor/Sponsor(2022-2025),Border Technology Summit 2024-2025,Homeland Security Technology Consortium Member,Additional notes,Parent Company/Alternative Name/DBA,"Related Companies (Subsidiaries, Distributors, Strategic Partners, Passthroughs)",Official DHS Programs,Federal Agency Contracts,USASpending.gov Link (DHS),Federal Procurement Data System Link (DHS),Related/Source Links,Related/Source Links.1,Related/Source Links.2
TECH249,Knowmadics Inc,https://knowmadics.com/defense-intel/,AI surveillance ,"knowmadics.com: Knowmadics solves complex operational challenges through innovative end-to-end solutions that deliver complete security awareness, full continuum duty of care and enhanced process efficiencies. Combining a scalable automated software platform, elite operational support, proactive cyber assessments and a continuous innovation program, they enable predictable, optimized situational response that fosters enterprise trust",Y,,Y,,,Products Include: 360º Aware Platform,,Distributed by Carahsoft Technology Corp.,,"DOJ, DOD, Dept of Agriculture, DEA",No DHS data https://www.usaspending.gov/search/?hash=e932df89324e4887bc4bd6b8613dabd8 ,No DHS Data https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=Knowmadics&x=0&y=0 ,https://www.linkedin.com/posts/knowmadics_headed-to-phoenix-next-week-for-the-border-activity-7313968483514343424-Ec-z?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC-EvSEBlb7ObkfWxPBXFeDc4gThRbwzoyM,,
TECH252,Prisma Photonics,https://www.prismaphotonics.com/,"AI Monitoring and Surveillance, Fiber Communications",prismaphotonics.com: Prisma Photonics helps keep the most critical large-scale infrastructure up & running with a quantum leap in utility monitoring.,Y,,Y,,,,Prisma Photonics (Isreal),"Prisma Photonics Ltd., Protego Ventures, Adara Ventures, ",,,No federal spending data,No federal spending data,https://www.timesofisrael.com/backed-by-israeli-defense-tech-fund-tel-aviv-smart-monitoring-startup-secures-30m/,https://www.frost.com/wp-content/uploads/2020/11/Prisma-Photonics-Award-Write-Up-Final.pdf,https://www.internationalsecurityexpo.com/exhibitors/prisma-photonics
TECH254,PyroCom Systems,https://www.pyrocomsystems.com/el-paso,"IT Services, Video surveillance ","pyrocomsystems.com: PyroCom Systems, since 1997, delivers products and services tailored to enhance your company's strategic vision and gain a competitive advantage. We specialize in installing life safety, intrusion detection, surveillance, access control systems, and technology solutions in various settings.",,,Y,,,,,,,"CBP, ICE, DHS, DOD, DOJ, DOT",https://www.usaspending.gov/search?hash=2f4ac0f1bf17367f3e266a6b4ebe2389,https://www.fpds.gov/ezsearch/search.do?q=pyrocom+systems+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull,https://www.elpasoinc.com/news/q_and_a/q-a-scott-adkins-owner-pyrocom-systems/article_2d7f71c0-eee4-11ec-a400-87edee2a93bd.html,https://sam.gov/opp/984da1716e1a4cd2a13be3f1529a6283/view,
TECH257,"RT Aerostat Systems, Inc",https://www.rt.co.il/solutions/border-protection/,"Aerostat, ISR","rtaerostat.com: RT is a world - class designer, developer and manufacturer of the SkyStar family of aerostats for use in intelligence, surveillance, reconnaissance, and communications applications. RT delivers self-contained, versatile, easily transportable, cost-effective tactical system comprised of a mobile control station, ground system module, tether, lighter-than-air platform,  stabilized payload platform and sophisticated sensor suite. ",,,Y,,,"Products include: SKYSTAR 100/110, SKYSTAR 180, SKYSTAR 220, SKYSTAR 250, SKYSTAR 330",RT LTA (Israel),Partners with Controp,,,No DHS spending,No DHS spending,https://www.whoprofits.org/companies/company/4038,https://www.linkedin.com/company/rtaerostats/?originalSubdomain=il,https://www.rt.co.il/rt-to-showcase-advanced-aerostat-solutions-at-border-security-expo-2025/
TECH261,Solar Camera Inc.,https://www.solarcamera.com/industry/government-facilities/,"AI surveillance, Solar AI Camera Trailers","solarcamera.com: Harnessing the Power of Solar and AI Our Solar AI Camera Trailer is the culmination of years of research and development. Combining solar-powered hardware with advanced AI technology, we deliver intelligent, reliable, and efficient surveillance solutions to keep your property secure.",Y,,Y,,,,King Solarman,"Solar Camera Trailer, SCT+, Solar AI Camera Trailer",,,No federal spending data,No federal spending data,https://www.discoverisc.com/west/en-us/2025-exhibitors/exhibitor-directory/exhibitor-details.king%20solarman%20inc.org-ef20818b-e917-4fd5-83fc-2a2a1c005741.html#/,https://solarcameratrailer.com/,
TECH264,Stone Security,https://www.stonesecurity.net/about/,Video surveillance,"stonesecurity.net: Stone Security has been driving the modern security integration of surveillance, access control and intrusion detection for two decades, a leading provider of enterprise class physical security products and services.",,,Y,,,,BearCom,Partners with Axis bodycams,,"DOD, DOJ, Veterans Affairs",No DHS data https://www.usaspending.gov/search?hash=fac4d34b381bf7d7e4d90842ab175e3c ,No DHS data https://www.fpds.gov/ezsearch/fpdsportal?q=Stone+Security+ULTIMATE_UEI_NAME%3A%22STONE+SECURITY++LLC%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0 ,https://webbingsolutions.com/transforming-body-worn-camera-deployments/,,
TECH269,Vertex Imaging Solutions,https://www.verteximaging.com/,EO/IO Video,"verteximaging.com: Vertex Imaging provides advanced EO/IR imaging products for airborne, land and maritime applications. Our partners offer the latest advancements in imaging, stabilization, and energy products. We also provide innovative off-grid energy storage solutions that are designed with an unprecedented level of safety and reliability. When combined into a total solution, Vertex products provide self-contained, ultra-reliable remote surveillance systems. We also bring specialized expertise in imaging system design, development, and deployment across industrial, oil & gas, and defense sectors.  ",,,Y,,,,"Licensed and sold by Data Distributing, LLC","Partners include: Hevi Optronics, Atmolab, and AerialOGI, Belvilacqua Research Corporation",,"DOD, DHS, Veterans Affairs, Secret Service",https://www.usaspending.gov/search?hash=d8e1c95d716c2164c9ddb67867a1ee2d,https://www.fpds.gov/ezsearch/fpdsportal?q=Data+Distributing+LLC+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://www.verteximaging.com/partners/atmo-lab,https://datadistributing.com/dd-vertex-enterprise/,
TECH274,Aion Robotics,https://www.aionrobotics.com/technology,"Unmanned Ground Vehicles (UGV), UAV","aionrobotics.com: AION Robotics, a Colorado-based manufacturer of advanced Autonomous Surveillance Patrol Vehicles (ASPV), commonly known as security robots.",Y,,Y,,,"Products include: Ri Rover, Vehicle Managment Software",,,,DOD,No DHS data https://www.usaspending.gov/search?hash=f89069eff1232affd156f9b3d2f2027f ,No DHS data https://www.fpds.gov/ezsearch/fpdsportal?q=Aion+VENDOR_FULL_NAME%3A%22AION+ROBOTICS+LLC%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0 ,https://resources.basicmicro.com/aion-robotics-r1-autonomous-robot/,https://www.aionrobotics.com/about,
TECH281,Reconyx,https://www.reconyx.com/market/surveillance,"Trail cameras, license plate readers.","Reconyx.com: RECONYX™ Law Enforcement & Surveillance Cameras are an excellent choice for situations where no power or communication lines exist. True Covert Infrared night time illumination allows the camera to remain undetected. Our new HyperFire 4K™ General Sureveillance Cameras now include License Plate Capture Mode as well, enabling photo documentation of vehicles moving as fast as 40 mph, day or night. ",,,,,,,Reconyx LLP,,,"CBP, DHS, DOD",https://www.usaspending.gov/search?hash=425dd65c0a2d2f8dc459ed8bcc1099eb,https://www.fpds.gov/ezsearch/fpdsportal?q=Reconyx+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22+ULTIMATE_UEI_NAME%3A%22RECONYX+LLP%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://sam.gov/workspace/contract/opp/9ff5d1be205b4aa6882147ee3a147a56/view,https://govtribe.com/opportunity/federal-contract-opportunity/usbp-ugs-cellular-covert-cameras-20151010,
TECH302,Planet Labs,https://www.planet.com/,AI-powered satellite surveillance,"AI-Powered Earth Intelligence. Owl™, the next-generation monitoring satellite from Planet, redefines what can be explored and accomplished by an Earth observation constellation.",Y,,,Y,,"Products include: Planet Monitoring, Planet Basemaps, Planet Tasking, Planet Select, Planet Analytic Feeds, Planet Hyperspectral, Planetary Variables, Forest Carbon, Planet Insights Platform",Planet Labs PBC,"Planet Labs LLC, Planet Labs Federal",,"DOD, Dept of Ag, NASA",No DHS data https://www.usaspending.gov/search?hash=8ae6107f3adc02002af8b0f9754c202c ,No DHS data https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=Planet+Labs&x=0&y=0  ,https://www.planet.com/sheets/wef-2024/mexico/,,
TECH303,VIdeoNext,https://www.videonext.com/government ,Surveillance Software,"videonext.com: OUR MISSION: PROTECTING LIVES & ASSETS. Since its inception, videoNEXT has worked side-by-side with federal, state, local, tribal, and international government clients and integrators.  As a result, we possess both an intimate understanding of the public sector's unique requirements and the vertical expertise necessary to meet almost any special request. Our technology is used to manage thousands of mission-critical cameras and sensor inputs across the globe and our flexible Security Operating Systems work with existing technology to effectively leverage prior investments.  As a result, videoNEXT has earned a reputation for eliminating installation downtime and reducing hardware replacement costs, ensuring that projects are completed on time and within budget.",,,,,,"Products include: JetstreamVS, STRATUS, mobile apps, video walls",Formerly known as VNX Solutions,"VideoNext Network Solutions, Inc., partners with Advantor Systems",,"DHS, CBP, DOD, DOJ",https://www.usaspending.gov/search/?hash=d2879e49c3b4ff2e8d3b7e73254c8ccc,https://www.fpds.gov/ezsearch/fpdsportal?q=VideoNext+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22+ULTIMATE_UEI%3A%22UNMZVF28BF83%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://sam.gov/opp/3e03feb8009a1043249aa95471e2405d/view,https://www.exportvirginia.org/case-study/virginias-exporters-services-find-success-abroad,
